Sex,isactive,Children,Educations,Age,Position,BirthPlace,InsuranceMonth,Marriage,Height,Unit,Horoscope,gender_retention_rate,education_retention_rate,age_group_retention_rate
Male,0,3,Diploma,40,Ring,Qom,0,Married,175,Production,Aban,32.32405892,36.96275072,36.50485437
Female,0,0,HighSchool,33,Ring,Qom,0,Married,166,Production,Bahman,38.27993255,33.58633776,33.28748281
Male,0,0,Diploma,36,Packing,Qom,7,Married,168,Production,Bahman,32.32405892,36.96275072,36.50485437
Male,0,0,Diploma,24,Packing,Isfahan,0,Single,177,Production,Khordad,32.32405892,36.96275072,28.90625
Male,0,0,Diploma,38,Security,Qom,43,Married,182,Production,Dey,32.32405892,36.96275072,36.50485437
Male,0,0,Diploma,43,Facilities,Bostan Abad,0,Married,177,Production,Aban,32.32405892,36.96275072,44.7761194
Female,0,0,Diploma,31,Ring,Poldokhtar,0,Single,163,Production,Mordad,38.27993255,36.96275072,33.28748281
Female,0,0,Bachelor,35,Ring,Behbahan,0,Single,161,Production,Ordibehesht,38.27993255,40.17094017,36.50485437
Female,1,0,HighSchool,24,Ring,Khuzestan,13,Single,162,Production,Mordad,38.27993255,33.58633776,28.90625
Male,0,0,Diploma,25,Office,Mashhad,0,Single,170,Production,Dey,32.32405892,36.96275072,28.90625
Male,0,0,PostDiploma,29,Security,Khorramabad,42,Married,183,Production,Mordad,32.32405892,39.78494624,33.28748281
Male,1,0,Diploma,22,Packing,Central,2,Single,180,Production,Esfand,32.32405892,36.96275072,28.90625
Male,0,0,HighSchool,26,Autoconer,Charavimaq,0,Single,173,Production,Mordad,32.32405892,33.58633776,28.90625
Male,0,0,Diploma,2,Packing,Qom,125,Married,135,Production,Khordad,32.32405892,36.96275072,34.40443213
Male,1,0,Diploma,29,Open End,Qom,45,Single,190,Production,Khordad,32.32405892,36.96275072,33.28748281
Male,0,1,HighSchool,35,Warehouse,Saveh,165,Married,173,Production,Tir,32.32405892,33.58633776,36.50485437
Male,1,0,Diploma,23,Security,Qom,6,Single,172,Production,Mordad,32.32405892,36.96275072,28.90625
Male,0,0,HighSchool,31,Packing,Qom,0,Single,171,Production,Azar,32.32405892,33.58633776,33.28748281
Male,0,2,HighSchool,37,Passage,Qom,2,Married,165,Production,Mordad,32.32405892,33.58633776,36.50485437
Male,0,0,HighSchool,37,Warehouse,Rosen,0,Married,161,Production,Dey,32.32405892,33.58633776,36.50485437
Female,0,0,Diploma,22,Ring,Qom,0,Single,161,Production,Farvardin,38.27993255,36.96275072,28.90625
Male,0,0,HighSchool,39,Security,Qom,0,Married,176,Production,Farvardin,32.32405892,33.58633776,36.50485437
Female,0,0,Diploma,36,Packing,Qom,0,Married,165,Production,Azar,38.27993255,36.96275072,36.50485437
Female,0,0,Diploma,39,Ring,Najaf Abad,0,Married,161,Production,Aban,38.27993255,36.96275072,36.50485437
Male,0,0,Diploma,22,Packing,Qom,0,Married,181,Production,Esfand,32.32405892,36.96275072,28.90625
Female,0,0,Diploma,28,Ring,Qom,17,Married,168,Production,Dey,38.27993255,36.96275072,33.28748281
Male,0,0,Diploma,41,Maintenance and Repairs,Blue,40,Married,176,Production,Farvardin,32.32405892,36.96275072,36.50485437
Male,0,0,Elementary,31,Flyer,Khorobiabank,0,Married,174,Production,Khordad,32.32405892,17.67241379,33.28748281
Male,0,0,HighSchool,27,Packing,Qom,18,Married,172,Production,Tir,32.32405892,33.58633776,33.28748281
Male,0,0,HighSchool,27,Autoconer,Qom,0,Single,175,Production,Ordibehesht,32.32405892,33.58633776,33.28748281
Male,0,0,HighSchool,30,Packing,Tafresh,0,Single,168,Production,Mordad,32.32405892,33.58633776,33.28748281
Male,0,0,Bachelor,37,Security,Zanjan,10,Married,180,Production,Khordad,32.32405892,40.17094017,36.50485437
Male,0,0,Diploma,28,Security,Qom,4,Single,177,Production,Farvardin,32.32405892,36.96275072,33.28748281
Male,1,0,Diploma,28,Security,Khuzestan,12,Single,178,Production,Tir,32.32405892,36.96275072,33.28748281
Female,0,4,Diploma,31,HR and Training,Qom,0,Married,163,Production,Esfand,38.27993255,36.96275072,33.28748281
Male,1,3,Diploma,43,Warehouse,Qom,144,Married,169,Production,Aban,32.32405892,36.96275072,44.7761194
Female,0,0,Diploma,24,Ring,Qom,0,Married,165,Production,Farvardin,38.27993255,36.96275072,28.90625
Female,0,0,HighSchool,25,Ring,Qom,0,Married,160,Production,Khordad,38.27993255,33.58633776,28.90625
Male,0,3,Diploma,43,Maintenance and Repairs,Oligodarz,243,Married,175,Production,Farvardin,32.32405892,36.96275072,44.7761194
Male,0,0,HighSchool,35,Packing,God,0,Married,170,Production,Esfand,32.32405892,33.58633776,36.50485437
Male,0,1,Diploma,28,Ring,Isfahan,25,Married,182,Production,Aban,32.32405892,36.96275072,33.28748281
Male,1,2,HighSchool,30,Flyer,Qom,11,Married,175,Production,Tir,32.32405892,33.58633776,33.28748281
Female,0,0,HighSchool,42,Ring,Quchan,0,Married,165,Production,Tir,38.27993255,33.58633776,44.7761194
Male,1,2,Diploma,31,Autoconer,Qom,60,Married,168,Production,Esfand,32.32405892,36.96275072,33.28748281
Male,0,0,Diploma,23,Packing,Qom,0,Single,181,Production,Shahrivar,32.32405892,36.96275072,28.90625
Male,0,1,Diploma,34,Security,Qom,24,Married,189,Production,Khordad,32.32405892,36.96275072,33.28748281
Female,1,2,HighSchool,38,Ring,Central,0,Married,161,Production,Shahrivar,38.27993255,33.58633776,36.50485437
Male,0,0,Diploma,25,Passage,Qom,0,Single,174,Production,Azar,32.32405892,36.96275072,28.90625
Female,1,1,HighSchool,36,Ring,Qom,0,Married,165,Production,Esfand,38.27993255,33.58633776,36.50485437
Male,0,0,Diploma,35,Ring,Qom,90,Married,176,Production,Azar,32.32405892,36.96275072,36.50485437
Male,0,0,HighSchool,32,Packing,Arak,5,Married,157,Production,Bahman,32.32405892,33.58633776,33.28748281
Female,0,0,HighSchool,31,Ring,Qom,0,Single,165,Production,Azar,38.27993255,33.58633776,33.28748281
Female,0,0,HighSchool,35,Ring,Bonab,8,Married,161,Production,Khordad,38.27993255,33.58633776,36.50485437
Male,0,0,HighSchool,23,Ring,Qom,0,Married,165,Production,Mordad,32.32405892,33.58633776,28.90625
Male,0,0,HighSchool,32,Autoconer,Karaj,0,Married,173,Production,Aban,32.32405892,33.58633776,33.28748281
Male,0,0,Diploma,40,Maintenance and Repairs,Discipline,26,Married,175,Production,Esfand,32.32405892,36.96275072,36.50485437
Male,0,0,PostDiploma,27,Maintenance and Repairs,Abadan,8,Single,181,Production,Dey,32.32405892,39.78494624,33.28748281
Male,0,0,Diploma,25,Warehouse,Qom,0,Single,174,Production,Bahman,32.32405892,36.96275072,28.90625
Female,1,1,HighSchool,27,Ring,Qom,8,Married,165,Production,Mehr,38.27993255,33.58633776,33.28748281
Female,0,0,Diploma,29,Ring,Qom,0,Married,164,Production,Esfand,38.27993255,36.96275072,33.28748281
Female,1,0,Bachelor,24,Business,Tehran,0,Single,171,Production,Khordad,38.27993255,40.17094017,28.90625
Male,0,0,HighSchool,29,Passage,Qom,3,Single,175,Production,Aban,32.32405892,33.58633776,33.28748281
Male,0,0,HighSchool,29,Passage,Qom,3,Single,173,Production,Aban,32.32405892,33.58633776,33.28748281
Male,0,0,Diploma,23,Ring,Qom,0,Single,176,Production,Esfand,32.32405892,36.96275072,28.90625
Female,0,0,Bachelor,27,Laboratory,Qom,0,Married,161,Industrial Engineering,Farvardin,38.27993255,40.17094017,33.28748281
Male,0,1,Elementary,32,Security,Khorramabad,22,Married,185,Production,Azar,32.32405892,17.67241379,33.28748281
Female,1,0,Diploma,21,Ring,Qom,0,Single,165,Production,Dey,38.27993255,36.96275072,46.15384615
Female,0,0,Diploma,35,Ring,Qom,0,Married,162,Production,Aban,38.27993255,36.96275072,36.50485437
Female,1,0,PostDiploma,26,Ring,Qom,0,Married,160,Production,Bahman,38.27993255,39.78494624,28.90625
Male,0,0,Diploma,22,Ring,Qom,9,Single,175,Production,Tir,32.32405892,36.96275072,28.90625
Female,1,1,HighSchool,24,Autoconer,Hamadan,0,Single,159,Production,Esfand,38.27993255,33.58633776,28.90625
Female,0,0,Diploma,29,Ring,Qom,10,Single,160,Production,Farvardin,38.27993255,36.96275072,33.28748281
Female,0,0,PostDiploma,38,Ring,Hamadan,0,Married,162,Production,Ordibehesht,38.27993255,39.78494624,36.50485437
Male,1,2,Diploma,34,Autoconer,Qom,129,Married,103,Production,Mordad,32.32405892,36.96275072,33.28748281
Female,1,0,Diploma,24,Ring,Qom,0,Single,153,Production,Tir,38.27993255,36.96275072,28.90625
Female,1,2,HighSchool,39,Maintenance and Repairs,Khuzestan,8,Married,170,Production,Esfand,38.27993255,33.58633776,36.50485437
Male,0,0,HighSchool,27,Packing,Qom,0,Married,175,Production,Tir,32.32405892,33.58633776,33.28748281
Male,0,0,Diploma,29,Jet,Khorramabad,4,Single,174,Production,Tir,32.32405892,36.96275072,33.28748281
Male,0,0,HighSchool,23,Autoconer,Qom,0,Single,174,Production,Aban,32.32405892,33.58633776,28.90625
Male,0,0,Bachelor,32,Passage,Qom,0,Single,176,Production,Azar,32.32405892,40.17094017,33.28748281
Female,0,0,Diploma,31,Ring,Khorramabad,0,Married,163,Production,Bahman,38.27993255,36.96275072,33.28748281
Female,1,1,HighSchool,26,Autoconer,Qom,0,Single,164,Production,Ordibehesht,38.27993255,33.58633776,28.90625
Male,0,0,Diploma,25,Ring,Qom,0,Married,176,Production,Farvardin,32.32405892,36.96275072,28.90625
Male,0,0,HighSchool,23,Ring,Qom,0,Single,167,Production,Mordad,32.32405892,33.58633776,28.90625
Male,0,0,Master,24,Office,Isfahan,0,Married,178,Production,Esfand,32.32405892,48.38709677,28.90625
Female,1,2,Diploma,34,Ring,Khuzestan,125,Married,161,Production,Khordad,38.27993255,36.96275072,33.28748281
Male,0,1,Diploma,34,Ring,Qom,18,Married,175,Production,Azar,32.32405892,36.96275072,33.28748281
Male,0,0,Diploma,23,Ring,Dezful,0,Single,174,Production,Aban,32.32405892,36.96275072,28.90625
Female,0,0,HighSchool,33,Ring,Rasht,0,Married,161,Production,Shahrivar,38.27993255,33.58633776,33.28748281
Female,0,0,Diploma,22,Packing,Shush,0,Married,161,Production,Farvardin,38.27993255,36.96275072,28.90625
Male,0,0,Diploma,28,Ring,Qom,3,Single,172,Production,Dey,32.32405892,36.96275072,33.28748281
Male,0,0,HighSchool,21,Ring,Qom,0,Single,177,Production,Mordad,32.32405892,33.58633776,46.15384615
Male,0,0,Diploma,21,Ring,Tehran,1,Single,140,Production,Khordad,32.32405892,36.96275072,46.15384615
Male,1,0,Diploma,23,Ring,Lorestan,7,Single,177,Production,Tir,32.32405892,36.96275072,28.90625
Male,0,0,HighSchool,24,Packing,Charavimaq,0,Married,178,Production,Esfand,32.32405892,33.58633776,28.90625
Female,0,1,PostDiploma,29,Ring,Qom,0,Married,157,Production,Mordad,38.27993255,39.78494624,33.28748281
Male,1,2,HighSchool,39,Security,Qom,69,Married,175,Production,Bahman,32.32405892,33.58633776,36.50485437
Male,0,0,Diploma,27,Maintenance and Repairs,Moon badge,27,Single,177,Production,Farvardin,32.32405892,36.96275072,33.28748281
Female,0,0,Diploma,44,Ring,Qom,0,Married,165,Production,Mehr,38.27993255,36.96275072,44.7761194
Female,1,0,HighSchool,34,Ring,Qom,0,Married,164,Production,Khordad,38.27993255,33.58633776,33.28748281
Female,0,0,Elementary,21,Ring,Khuzestan,0,Single,162,Production,Farvardin,38.27993255,17.67241379,46.15384615
Male,0,0,Elementary,40,Security,Qom,0,Married,156,Production,Dey,32.32405892,17.67241379,36.50485437
Male,0,0,Master,35,Flyer,Bojnourd,8,Married,175,Production,Khordad,32.32405892,48.38709677,36.50485437
Female,0,0,HighSchool,27,Ring,Qom,2,Single,167,Production,Bahman,38.27993255,33.58633776,33.28748281
Male,0,0,Bachelor,32,Electronic,Qom,22,Married,178,Production,Tir,32.32405892,40.17094017,33.28748281
Male,1,0,Diploma,22,Passage,Qom,0,Married,179,Production,Tir,32.32405892,36.96275072,28.90625
Male,1,0,PostDiploma,33,Ring,Central,82,Single,180,IT,Shahrivar,32.32405892,39.78494624,33.28748281
Male,1,0,PostDiploma,33,Security,Central,10,Single,176,Production,Shahrivar,32.32405892,39.78494624,33.28748281
Female,0,2,Diploma,51,Ring,Kazeroon,0,Married,175,Production,Shahrivar,38.27993255,36.96275072,33.33333333
Male,1,2,HighSchool,38,Warehouse,Qom,108,Married,165,Production,Esfand,32.32405892,33.58633776,36.50485437
Female,0,2,Diploma,37,Ring,Qom,50,Single,165,Production,Mordad,38.27993255,36.96275072,36.50485437
Female,1,0,Diploma,20,Ring,Central,10,Single,163,Production,Mordad,38.27993255,36.96275072,46.15384615
Female,1,0,Diploma,20,Ring,Central,18,Single,168,Production,Mordad,38.27993255,36.96275072,46.15384615
Female,1,0,Diploma,41,Autoconer,Khuzestan,0,Single,163,Production,Ordibehesht,38.27993255,36.96275072,36.50485437
Female,0,1,Diploma,28,Maintenance and Repairs,Qom,0,Married,164,Production,Ordibehesht,38.27993255,36.96275072,33.28748281
Female,0,0,HighSchool,21,Ring,Qom,0,Married,163,Production,Esfand,38.27993255,33.58633776,46.15384615
Female,0,0,HighSchool,43,Ring,Qom,80,Married,158,Production,Tir,38.27993255,33.58633776,44.7761194
Female,1,0,Diploma,46,Autoconer,Khuzestan,0,Single,160,Production,Bahman,38.27993255,36.96275072,44.7761194
Male,1,0,Elementary,2,Ring,Qom,0,Married,179,Production,Mehr,32.32405892,17.67241379,34.40443213
Female,0,0,Bachelor,39,Financial,Tehran,0,Single,78,Production,Farvardin,38.27993255,40.17094017,36.50485437
Male,1,0,Diploma,27,Office,Tehran,0,Single,177,Production,Ordibehesht,32.32405892,36.96275072,33.28748281
Female,0,0,PostDiploma,30,Doubling,Ashrafieh's threshold,0,Married,162,Production,Tir,38.27993255,39.78494624,33.28748281
Female,1,1,Diploma,44,Maintenance and Repairs,Qom,0,Married,163,HR and Office,Ordibehesht,38.27993255,36.96275072,44.7761194
Male,0,0,PostDiploma,35,Press,Qom,89,Married,177,Production,Dey,32.32405892,39.78494624,36.50485437
Male,0,1,Bachelor,31,Electronic,Hashtrood,8,Married,174,Production,Bahman,32.32405892,40.17094017,33.28748281
Male,0,0,Diploma,24,Ring,Qom,0,Married,158,Production,Mordad,32.32405892,36.96275072,28.90625
Male,1,0,HighSchool,25,Autoconer,Khuzestan,0,Single,172,Production,Mordad,32.32405892,33.58633776,28.90625
Male,0,0,Diploma,27,Packing,Qom,0,Married,162,Production,Dey,32.32405892,36.96275072,33.28748281
Male,1,2,HighSchool,45,Warehouse,Lorestan,310,Married,171,Production,Farvardin,32.32405892,33.58633776,44.7761194
Male,0,0,HighSchool,23,Packing,Qom,0,Married,174,Production,Tir,32.32405892,33.58633776,28.90625
Male,0,0,Bachelor,27,Electronic,Abadan,0,Married,172,Production,Bahman,32.32405892,40.17094017,33.28748281
Male,0,0,Elementary,34,Flyer,Mahns,0,Married,174,Production,Tir,32.32405892,17.67241379,33.28748281
Male,0,0,HighSchool,30,Packing,Mahns,0,Married,170,Production,Bahman,32.32405892,33.58633776,33.28748281
Male,0,0,PostDiploma,42,Facilities,Qom,0,Married,170,Production,Khordad,32.32405892,39.78494624,44.7761194
Male,1,0,Master,33,Electronic,Qom,47,Married,177,Electronic,Mehr,32.32405892,48.38709677,33.28748281
Male,0,0,Bachelor,31,Electronic,Qom,41,Married,179,Facilities,Shahrivar,32.32405892,40.17094017,33.28748281
Female,0,0,HighSchool,42,Autoconer,Karaj,0,Married,114,Production,Dey,38.27993255,33.58633776,44.7761194
Male,0,0,Diploma,24,Ring,Qom,12,Married,182,Production,Azar,32.32405892,36.96275072,28.90625
Female,0,0,HighSchool,23,Ring,Babylon,21,Single,163,Production,Bahman,38.27993255,33.58633776,28.90625
Female,0,2,HighSchool,45,Autoconer,Roshan,0,Married,162,Production,Esfand,38.27993255,33.58633776,44.7761194
Female,1,2,HighSchool,26,Maintenance and Repairs,Khuzestan,0,Married,164,Production,Esfand,38.27993255,33.58633776,28.90625
Female,0,0,Diploma,34,Ring,Qom,28,Single,163,Production,Aban,38.27993255,36.96275072,33.28748281
Female,0,2,HighSchool,37,Ring,Qom,0,Single,165,Production,Bahman,38.27993255,33.58633776,36.50485437
Male,1,2,HighSchool,43,Jet,Qom,230,Married,171,Production,Bahman,32.32405892,33.58633776,44.7761194
Male,0,0,Diploma,29,Ring,Qom,35,Married,178,Production,Shahrivar,32.32405892,36.96275072,33.28748281
Female,0,0,Diploma,26,Ring,Qom,0,Married,166,Production,Ordibehesht,38.27993255,36.96275072,28.90625
Female,0,0,HighSchool,27,Ring,Qom,0,Married,176,Production,Bahman,38.27993255,33.58633776,33.28748281
Male,0,0,HighSchool,30,Flyer,Qom,0,Married,173,Production,Shahrivar,32.32405892,33.58633776,33.28748281
Male,0,2,Diploma,38,Maintenance and Repairs,Ahwaz,117,Married,175,Production,Shahrivar,32.32405892,36.96275072,36.50485437
Female,0,0,HighSchool,24,Ring,Qom,0,Married,163,Production,Aban,38.27993255,33.58633776,28.90625
Male,1,0,Bachelor,31,Electronic,Qom,0,Married,177,Industrial Engineering,Ordibehesht,32.32405892,40.17094017,33.28748281
Female,1,3,Diploma,36,Ring,Qom,0,Married,158,Production,Farvardin,38.27993255,36.96275072,36.50485437
Male,0,0,Diploma,34,Ring,Qom,145,Married,180,Production,Bahman,32.32405892,36.96275072,33.28748281
Female,0,1,HighSchool,25,Ring,Shush,0,Married,163,Production,Mordad,38.27993255,33.58633776,28.90625
Female,0,0,HighSchool,46,Packing,Shush,0,Married,162,Production,Mehr,38.27993255,33.58633776,44.7761194
Female,0,0,HighSchool,22,Ring,Qom,0,Married,161,Production,Shahrivar,38.27993255,33.58633776,28.90625
Male,0,0,Diploma,36,Ring,Ahwaz,0,Married,177,Production,Ordibehesht,32.32405892,36.96275072,36.50485437
Female,0,0,HighSchool,39,Ring,Arak,0,Married,113,Production,Dey,38.27993255,33.58633776,36.50485437
Male,0,0,HighSchool,39,Security,Hashtrood,0,Married,177,Production,Farvardin,32.32405892,33.58633776,36.50485437
Male,0,0,Diploma,32,Maintenance and Repairs,Qom,0,Married,175,Production,Farvardin,32.32405892,36.96275072,33.28748281
Male,0,0,Diploma,28,Ring,Arak,0,Married,181,Production,Farvardin,32.32405892,36.96275072,33.28748281
Female,0,0,Elementary,34,Ring,Zanjan,0,Married,163,Production,Ordibehesht,38.27993255,17.67241379,33.28748281
Male,0,1,HighSchool,40,Warehouse,Ray,64,Married,176,Production,Azar,32.32405892,33.58633776,36.50485437
Male,0,0,Diploma,34,Ring,Qom,66,Married,176,Production,Esfand,32.32405892,36.96275072,33.28748281
Male,0,0,Bachelor,32,Electronic,Qom,17,Married,144,Production,Mordad,32.32405892,40.17094017,33.28748281
Male,0,1,Diploma,39,Ring,Qom,56,Married,174,Production,Tir,32.32405892,36.96275072,36.50485437
Female,0,0,Diploma,41,Doubling,Qom,0,Married,164,Production,Shahrivar,38.27993255,36.96275072,36.50485437
Male,0,0,HighSchool,29,Packing,Khomeini,42,Married,170,Production,Dey,32.32405892,33.58633776,33.28748281
Male,0,1,Diploma,39,Ring,Qom,172,Married,176,Production,Ordibehesht,32.32405892,36.96275072,36.50485437
Female,0,0,Diploma,35,Ring,Qom,0,Married,164,Production,Azar,38.27993255,36.96275072,36.50485437
Female,0,2,Diploma,36,Ring,Qom,0,Married,163,Production,Tir,38.27993255,36.96275072,36.50485437
Female,0,0,Diploma,30,Ring,Qom,0,Married,98,Production,Dey,38.27993255,36.96275072,33.28748281
Male,0,0,Diploma,28,Jet,Shushtar,0,Single,176,Production,Esfand,32.32405892,36.96275072,33.28748281
Male,0,0,Bachelor,27,Electronic,Kermanshah,0,Single,176,Production,Aban,32.32405892,40.17094017,33.28748281
Female,0,0,HighSchool,32,Ring,Period,0,Married,164,Production,Mordad,38.27993255,33.58633776,33.28748281
Male,0,0,Bachelor,33,Maintenance and Repairs,Qom,50,Single,178,Production,Farvardin,32.32405892,40.17094017,33.28748281
Female,0,0,Diploma,21,Ring,Arak,4,Married,154,Production,Tir,38.27993255,36.96275072,46.15384615
Male,0,2,Diploma,30,Ring,Zahedan,57,Married,176,Production,Esfand,32.32405892,36.96275072,33.28748281
Male,0,0,HighSchool,28,Facilities,Zahedan,0,Married,175,Production,Khordad,32.32405892,33.58633776,33.28748281
Male,1,0,HighSchool,24,Packing,Qom,0,Single,181,Production,Ordibehesht,32.32405892,33.58633776,28.90625
Male,1,0,Diploma,23,Ring,Afghanistan,0,Single,176,Production,Ordibehesht,32.32405892,36.96275072,28.90625
Female,0,0,HighSchool,36,Ring,God,0,Married,161,Production,Shahrivar,38.27993255,33.58633776,36.50485437
Male,0,0,Diploma,41,Ring,Qom,184,Married,175,Production,Esfand,32.32405892,36.96275072,36.50485437
Male,0,0,Diploma,35,Maintenance and Repairs,Shadegan,0,Married,175,Production,Shahrivar,32.32405892,36.96275072,36.50485437
Male,0,0,HighSchool,27,Security,Qom,40,Married,179,Production,Farvardin,32.32405892,33.58633776,33.28748281
Male,0,0,HighSchool,37,Warehouse,Shush,99,Married,176,Production,Dey,32.32405892,33.58633776,36.50485437
Male,0,0,HighSchool,27,Flyer,Qom,13,Single,173,Production,Bahman,32.32405892,33.58633776,33.28748281
Male,0,0,Elementary,25,Packing,Qom,18,Married,179,Production,Esfand,32.32405892,17.67241379,28.90625
Male,1,0,Diploma,23,Autoconer,Qom,1,Single,178,Production,Tir,32.32405892,36.96275072,28.90625
Male,0,0,Diploma,28,Maintenance and Repairs,Qom,0,Single,176,Production,Azar,32.32405892,36.96275072,33.28748281
Male,0,2,HighSchool,29,Press,Charavimaq,48,Married,181,Production,Mehr,32.32405892,33.58633776,33.28748281
Male,1,0,HighSchool,23,Jet,Kurdistan,2,Single,181,Production,Esfand,32.32405892,33.58633776,28.90625
Male,0,0,Diploma,36,Ring,Middle,0,Married,177,Production,Ordibehesht,32.32405892,36.96275072,36.50485437
Female,0,0,PostDiploma,26,Ring,Qom,1,Married,161,Production,Shahrivar,38.27993255,39.78494624,28.90625
Female,0,0,HighSchool,23,Ring,Ahwaz,0,Married,158,Production,Azar,38.27993255,33.58633776,28.90625
Male,0,0,HighSchool,27,Flyer,Qom,4,Single,174,Production,Azar,32.32405892,33.58633776,33.28748281
Female,1,0,Diploma,48,Ring,Qom,4,Single,163,Production,Azar,38.27993255,36.96275072,44.7761194
Male,0,0,Diploma,27,Jet,Qom,19,Single,177,Production,Esfand,32.32405892,36.96275072,33.28748281
Male,0,0,Diploma,26,Ring,Qom,36,Married,179,Production,Azar,32.32405892,36.96275072,28.90625
Female,1,0,Diploma,25,Ring,Qom,0,Married,162,Production,Azar,38.27993255,36.96275072,28.90625
Male,0,0,Diploma,31,Ring,Tehran,13,Married,177,Production,Tir,32.32405892,36.96275072,33.28748281
Female,0,0,Diploma,26,Ring,Qom,0,Married,157,Production,Azar,38.27993255,36.96275072,28.90625
Male,0,2,Bachelor,43,Office,Rasht,213,Married,180,Electronic,Shahrivar,32.32405892,40.17094017,44.7761194
Male,0,0,HighSchool,37,Warehouse,Qom,0,Single,177,Production,Tir,32.32405892,33.58633776,36.50485437
Male,0,1,HighSchool,32,Security,Qom,40,Married,179,Production,Khordad,32.32405892,33.58633776,33.28748281
Male,0,0,Diploma,26,Electronic,Qom,39,Single,181,Electronic,Shahrivar,32.32405892,36.96275072,28.90625
Male,0,0,Diploma,23,Packing,Qom,1,Married,182,Production,Tir,32.32405892,36.96275072,28.90625
Male,0,0,Diploma,23,Passage,Qom,1,Married,180,Production,Tir,32.32405892,36.96275072,28.90625
Male,0,0,Diploma,29,Maintenance and Repairs,Qom,0,Single,180,Production,Mordad,32.32405892,36.96275072,33.28748281
Female,0,2,Diploma,42,Ring,Qom,29,Married,165,Production,Ordibehesht,38.27993255,36.96275072,44.7761194
Male,0,0,Master,35,Flyer,Qom,19,Married,176,Production,Azar,32.32405892,48.38709677,36.50485437
Female,1,0,HighSchool,38,Ring,Central,0,Single,160,Production,Dey,38.27993255,33.58633776,36.50485437
Male,0,0,HighSchool,40,Press,Qom,0,Married,174,Production,Shahrivar,32.32405892,33.58633776,36.50485437
Female,0,0,Diploma,25,Ring,Ashtian,30,Married,163,Production,Farvardin,38.27993255,36.96275072,28.90625
Female,0,0,Bachelor,40,Ring,Dezful,0,Married,161,Production,Bahman,38.27993255,40.17094017,36.50485437
Male,0,0,Diploma,29,Facilities,Qom,0,Married,173,Production,Azar,32.32405892,36.96275072,33.28748281
Male,1,0,Diploma,36,Open End,Guilan,97,Married,172,Production,Tir,32.32405892,36.96275072,36.50485437
Female,1,0,Bachelor,31,Office,Isfahan,0,Single,160,Production,Esfand,38.27993255,40.17094017,33.28748281
Male,0,0,Diploma,35,Ring,Qom,22,Married,176,Production,Ordibehesht,32.32405892,36.96275072,36.50485437
Male,0,0,HighSchool,39,Warehouse,Rosen,0,Married,174,Production,Shahrivar,32.32405892,33.58633776,36.50485437
Male,0,1,Diploma,33,Ring,Qom,0,Single,174,Production,Aban,32.32405892,36.96275072,33.28748281
Male,0,0,PostDiploma,28,Security,Azadegan Plain,0,Married,189,Production,Farvardin,32.32405892,39.78494624,33.28748281
Male,0,0,PostDiploma,36,Warehouse,Qom,49,Married,174,Production,Aban,32.32405892,39.78494624,36.50485437
Female,0,0,Bachelor,39,Ring,Land,0,Married,154,Production,Mehr,38.27993255,40.17094017,36.50485437
Male,0,0,HighSchool,37,Warehouse,Qom,12,Married,180,Production,Khordad,32.32405892,33.58633776,36.50485437
Male,0,0,HighSchool,37,Warehouse,Qom,1,Married,180,Production,Khordad,32.32405892,33.58633776,36.50485437
Male,0,0,HighSchool,31,Packing,Moon badge,0,Married,168,Production,Shahrivar,32.32405892,33.58633776,33.28748281
Male,0,0,Diploma,29,Ring,Qom,32,Married,178,Production,Bahman,32.32405892,36.96275072,33.28748281
Female,0,0,Diploma,42,Ring,Qom,0,Single,164,Production,Mordad,38.27993255,36.96275072,44.7761194
Male,0,1,Diploma,31,Ring,Qom,53,Married,180,Production,Khordad,32.32405892,36.96275072,33.28748281
Female,0,0,Diploma,27,Ring,Isfahan,60,Married,160,Production,Khordad,38.27993255,36.96275072,33.28748281
Male,0,0,Diploma,24,Ring,Qom,10,Married,177,Production,Bahman,32.32405892,36.96275072,28.90625
Male,0,0,Diploma,25,Ring,Kashan,6,Married,179,Production,Azar,32.32405892,36.96275072,28.90625
Male,0,1,Diploma,33,Jet,Dezful,13,Married,175,Production,Ordibehesht,32.32405892,36.96275072,33.28748281
Male,0,3,HighSchool,36,Ring,Azadegan Plain,20,Married,177,Production,Azar,32.32405892,33.58633776,36.50485437
Male,0,1,HighSchool,35,Flyer,Qom,110,Married,174,Production,Shahrivar,32.32405892,33.58633776,36.50485437
Male,0,0,Diploma,28,Maintenance and Repairs,Mahns,0,Single,177,Production,Mehr,32.32405892,36.96275072,33.28748281
Female,0,0,Bachelor,26,HR and Training,Kashan,10,Single,165,HR and Office,Azar,38.27993255,40.17094017,28.90625
Female,0,0,Diploma,39,Ring,Shahin Shahrimah,0,Married,165,Production,Bahman,38.27993255,36.96275072,36.50485437
Male,0,0,HighSchool,28,Ring,Qom,10,Single,165,Production,Esfand,32.32405892,33.58633776,33.28748281
Female,1,1,Diploma,32,Maintenance and Repairs,Qom,10,Married,170,Production,Farvardin,38.27993255,36.96275072,33.28748281
Female,0,0,Diploma,21,Ring,Blue,0,Single,153,Production,Tir,38.27993255,36.96275072,46.15384615
Female,0,0,Diploma,26,Ring,Qom,0,Single,160,Production,Tir,38.27993255,36.96275072,28.90625
Female,0,0,HighSchool,26,Ring,Qom,21,Single,163,Production,Aban,38.27993255,33.58633776,28.90625
